question,regulation,breadcrumb,multi_regulation
Comment réaliser une analyse de risque qui intègre à la fois les exigences de protection des données et les exigences de gestion des incidents opérationnels ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels indicateurs de performance devons‑nous suivre pour démontrer la conformité aux exigences de protection des données et de continuité d’activité ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment structurer notre registre des traitements afin d’y inclure les exigences liées à la sécurité opérationnelle des systèmes critiques ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les éléments clés à inclure dans un plan de réponse aux incidents qui impacte des données personnelles et la disponibilité d’un service en ligne ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels points de contrôle doivent être vérifiés lors d’un audit interne pour s’assurer que les mesures de cybersécurité et les protections de la vie privée sont alignées ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment gérer les demandes d’effacement de données lorsqu’elles concernent des sauvegardes nécessaires à la continuité des services ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quelles exigences spécifiques s’appliquent aux transferts transfrontaliers de données lorsqu’ils sont réalisés via des solutions de continuité d’activité ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment établir un processus de notification aux personnes concernées lorsqu’une interruption de service entraîne la divulgation de leurs données ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les critères à respecter pour le chiffrement des données afin de protéger la confidentialité tout en assurant la reprise rapide des systèmes ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment documenter les tests de résilience tout en garantissant que les données personnelles utilisées lors des tests restent protégées ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les rôles et responsabilités entre le Délégué à la protection des données et le responsable de la continuité des services ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment intégrer les exigences de minimisation des données dans la conception d’une architecture résiliente ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels mécanismes de contrôle d’accès devons‑nous mettre en place pour répondre à la fois aux exigences de confidentialité et de disponibilité ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment traiter les incidents de phishing qui compromettent des identifiants d’accès à des systèmes critiques contenant des données personnelles ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les seuils de gravité qui déclenchent l’obligation de notifier les autorités de protection des données et les autorités de cybersécurité simultanément ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment garantir la traçabilité des traitements de données lors de la migration vers un nouveau centre de secours ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels doivent être les critères d’audit des fournisseurs de services cloud en matière de protection des données et de continuité opérationnelle ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment concilier le droit à la portabilité des données avec les exigences de sauvegarde et de reprise après sinistre ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les éléments de preuve à conserver pour démontrer la conformité aux exigences de sécurité et de protection des données en cas de contrôle ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment gérer les demandes de limitation du traitement lorsque les systèmes concernés sont en phase de restauration après un incident ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels contrôles de monitoring doivent être mis en place pour détecter à la fois les fuites de données et les interruptions de service ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment structurer les clauses contractuelles avec les sous‑traitants pour couvrir les obligations de protection des données et de continuité d’activité ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les impacts d’une violation de la disponibilité d’un service sur les droits des personnes concernées et comment les gérer ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment réaliser une cartographie des flux de données qui intègre les points de dépendance critiques pour la continuité des services ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels mécanismes de sauvegarde doivent être mis en œuvre pour répondre aux exigences de confidentialité des données tout en assurant une récupération rapide ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment évaluer le niveau de sécurité d’une solution tierce qui sera intégrée à notre infrastructure critique et traitera des données personnelles ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les critères de sélection d’un prestataire de services de continuité qui garantit également le respect des principes de protection des données ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment documenter les procédures de test de résilience afin qu’elles respectent les exigences de transparence vis‑à‑vis des personnes concernées ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les délais pour informer les utilisateurs lorsqu’une interruption de service entraîne la perte ou la compromission de leurs données ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment gérer les exigences de conservation des logs tout en respectant le principe de limitation de la durée de conservation des données ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les risques spécifiques à la gestion des identités lorsqu’un incident affecte à la fois la disponibilité du système et la confidentialité des données ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment mettre en place un processus de veille réglementaire qui couvre à la fois les obligations de protection des données et les exigences de résilience ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels contrôles de sécurité doivent être appliqués aux environnements de test afin de protéger les données réelles tout en assurant la continuité des tests ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment établir des plans de continuité qui intègrent les exigences de droit à l’oubli des données personnelles ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels indicateurs de sécurité doivent être rapportés aux autorités lorsqu’un incident combine perte de disponibilité et exposition de données ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment gérer les demandes d’accès aux données lorsqu’elles concernent des systèmes en cours de restauration après un sinistre ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les critères d’évaluation de la robustesse d’un système de sauvegarde du point de vue de la protection des données et de la continuité ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment assurer la conformité lors de la mise en place de solutions de redondance géographique qui traitent des données à caractère personnel ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels mécanismes de contrôle d’intégrité des données sont nécessaires pour garantir qu’aucune altération n’est survenue durant le basculement ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment organiser la formation du personnel pour qu’il comprenne les exigences communes de protection des données et de résilience des services ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les engagements contractuels à inclure pour que les sous‑traitants respectent simultanément les exigences de confidentialité et de disponibilité ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment gérer les incidents où la perte de disponibilité d’un service entraîne une violation de la confidentialité des données stockées ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les critères de priorité pour le traitement des incidents en fonction de l’impact sur les droits des personnes et sur la continuité des activités ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment établir un registre des incidents qui permette de distinguer les aspects de protection des données et de continuité opérationnelle ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels contrôles de chiffrement doivent être appliqués aux sauvegardes afin de répondre aux exigences de confidentialité et de disponibilité ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment concilier le droit à la limitation du traitement avec les exigences de conservation de données nécessaires à la reprise après sinistre ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les points de contrôle à vérifier lors de la mise à jour d’un système critique qui traite des données personnelles ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment assurer la traçabilité des accès aux systèmes de secours tout en protégeant les données contre les accès non autorisés ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels processus mettre en place pour tester les scénarios de panne tout en respectant la confidentialité des données utilisées lors des tests ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment gérer les notifications aux clients lorsqu’une interruption de service entraîne l’exposition de leurs informations personnelles ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels critères doivent guider le choix d’une architecture multi‑cloud afin de garantir à la fois la protection des données et la résilience du service ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment documenter les procédures de reprise qui incluent la restauration des droits d’accès aux données personnelles ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les indicateurs de conformité à surveiller pour s’assurer que les exigences de protection des données et de continuité sont respectées simultanément ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment traiter les demandes de rectification lorsque les données à corriger sont stockées dans des systèmes de sauvegarde utilisés pour la continuité ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les impacts d’une interruption prolongée sur les obligations de conservation des données et comment les gérer ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment intégrer les exigences de pseudonymisation dans les plans de continuité afin de réduire les risques en cas d’incident ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels contrôles spécifiques doivent être appliqués aux interfaces d’échange de données entre systèmes de production et systèmes de secours ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment assurer que les procédures de sauvegarde respectent le principe de minimisation des données tout en garantissant la récupération complète ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les critères de déclenchement d’un plan de continuité qui prennent en compte la gravité d’une violation de données personnelles ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment gérer les obligations de reporting lorsqu’un incident implique à la fois une perte de disponibilité et une fuite de données ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels mécanismes de gouvernance doivent être mis en place pour coordonner les équipes de protection des données et de continuité opérationnelle ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment établir une politique de rétention des logs qui concilie les exigences de traçabilité et le droit à l’effacement ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels tests de pénétration sont requis pour vérifier la sécurité des environnements de secours contenant des données personnelles ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment garantir que les procédures de gestion des incidents incluent la communication aux personnes concernées en cas d’impact sur leurs données ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les niveaux de service à définir contractuellement pour assurer la disponibilité tout en protégeant les données personnelles ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment gérer les risques liés à l’utilisation d’outils d’automatisation dans les processus de reprise qui manipulent des données sensibles ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels critères d’évaluation doivent être appliqués aux solutions de monitoring pour assurer la détection précoce d’incidents affectant la confidentialité et la disponibilité ?,"DORA,GDPR",CROSS:DORA+GDPR,True
